"location","variable","estimate","year"
"Seattle city, Washington","S0802_C04_013",6.4,2019
"Seattle city, Washington","S0802_C04_014",NA,2019
"Seattle city, Washington","S0802_C04_015",19.8,2019
"Seattle city, Washington","S0802_C04_016",NA,2019
"Seattle city, Washington","S0802_C04_017",2.4,2019
"Seattle city, Washington","S0802_C04_018",7.1,2019
"Seattle city, Washington","S0802_C04_019",8.2,2019
"Seattle city, Washington","S0802_C04_020",60.1,2019
"Seattle city, Washington","S0802_C04_021",76.2,2019
"Seattle city, Washington","S0802_C04_022",23.8,2019
"Seattle city, Washington","S0802_C04_023",8.6,2019
"Seattle city, Washington","S0802_C04_024",15.2,2019
"Seattle city, Washington","S0802_C04_025",24.8,2019
"Seattle city, Washington","S0802_C04_026",17.2,2019
"Seattle city, Washington","S0802_C04_027",7.6,2019
"Seattle city, Washington","S0802_C04_028",115989,2019
"Seattle city, Washington","S0802_C04_029",8.6,2019
"Seattle city, Washington","S0802_C04_030",3.3,2019
"Seattle city, Washington","S0802_C04_031",6.5,2019
"Seattle city, Washington","S0802_C04_032",9.8,2019
"Seattle city, Washington","S0802_C04_033",12.1,2019
"Seattle city, Washington","S0802_C04_034",13.4,2019
"Seattle city, Washington","S0802_C04_035",6.3,2019
"Seattle city, Washington","S0802_C04_036",40,2019
"Seattle city, Washington","S0802_C04_037",61115,2019
"Seattle city, Washington","S0802_C04_038",115099,2019
"Seattle city, Washington","S0802_C04_039",5.9,2019
"Seattle city, Washington","S0802_C04_040",2.4,2019
"Seattle city, Washington","S0802_C04_041",91.7,2019
"Seattle city, Washington","S0802_C04_042",115989,2019
"Seattle city, Washington","S0802_C04_043",64.4,2019
"Seattle city, Washington","S0802_C04_044",14.9,2019
"Seattle city, Washington","S0802_C04_045",15,2019
"Seattle city, Washington","S0802_C04_046",1.7,2019
"Seattle city, Washington","S0802_C04_047",3.9,2019
"Seattle city, Washington","S0802_C04_048",0.1,2019
"Seattle city, Washington","S0802_C04_049",0.2,2019
"Seattle city, Washington","S0802_C04_050",1.8,2019
"Seattle city, Washington","S0802_C04_051",3,2019
"Seattle city, Washington","S0802_C04_052",1.9,2019
"Seattle city, Washington","S0802_C04_053",12.7,2019
"Seattle city, Washington","S0802_C04_054",3.1,2019
"Seattle city, Washington","S0802_C04_055",10.1,2019
"Seattle city, Washington","S0802_C04_056",28.4,2019
"Seattle city, Washington","S0802_C04_057",19.7,2019
"Seattle city, Washington","S0802_C04_058",10.9,2019
"Seattle city, Washington","S0802_C04_059",3.1,2019
"Seattle city, Washington","S0802_C04_060",4.8,2019
"Seattle city, Washington","S0802_C04_061",0.2,2019
"Seattle city, Washington","S0802_C04_062",82.1,2019
"Seattle city, Washington","S0802_C04_063",16,2019
"Seattle city, Washington","S0802_C04_064",2,2019
"Seattle city, Washington","S0802_C04_065",0,2019
"Seattle city, Washington","S0802_C04_066",99.8,2019
"Seattle city, Washington","S0802_C04_067",98.9,2019
"Seattle city, Washington","S0802_C04_068",0.9,2019
"Seattle city, Washington","S0802_C04_069",0.2,2019
"Seattle city, Washington","S0802_C04_070",115989,2019
"Seattle city, Washington","S0802_C04_071",1.1,2019
"Seattle city, Washington","S0802_C04_072",1.1,2019
"Seattle city, Washington","S0802_C04_073",3.2,2019
"Seattle city, Washington","S0802_C04_074",5.5,2019
"Seattle city, Washington","S0802_C04_075",7.3,2019
"Seattle city, Washington","S0802_C04_076",13,2019
"Seattle city, Washington","S0802_C04_077",14.5,2019
"Seattle city, Washington","S0802_C04_078",17.7,2019
"Seattle city, Washington","S0802_C04_079",9.9,2019
"Seattle city, Washington","S0802_C04_080",26.8,2019
"Seattle city, Washington","S0802_C04_081",0.8,2019
"Seattle city, Washington","S0802_C04_082",2.1,2019
"Seattle city, Washington","S0802_C04_083",5.6,2019
"Seattle city, Washington","S0802_C04_084",9.5,2019
"Seattle city, Washington","S0802_C04_085",8.2,2019
"Seattle city, Washington","S0802_C04_086",21.3,2019
"Seattle city, Washington","S0802_C04_087",16.4,2019
"Seattle city, Washington","S0802_C04_088",22.6,2019
"Seattle city, Washington","S0802_C04_089",13.4,2019
"Seattle city, Washington","S0802_C04_090",38.5,2019
"Seattle city, Washington","S0802_C04_091",114513,2019
"Seattle city, Washington","S0802_C04_092",36.2,2019
"Seattle city, Washington","S0802_C04_093",63.8,2019
"Seattle city, Washington","S0802_C04_094",22.8,2019
"Seattle city, Washington","S0802_C04_095",38.5,2019
"Seattle city, Washington","S0802_C04_096",28,2019
"Seattle city, Washington","S0802_C04_097",10.7,2019
"Seattle city, Washington","S0802_C04_098",NA,2019
"Seattle city, Washington","S0802_C04_099",NA,2019
"Seattle city, Washington","S0802_C04_100",NA,2019
"Seattle city, Washington","S0802_C04_101",NA,2019
"Seattle city, Washington","S0802_C01_001",438588,2021
"Seattle city, Washington","S0802_C01_002",1.7,2021
"Seattle city, Washington","S0802_C01_003",8.6,2021
"Seattle city, Washington","S0802_C01_004",58.2,2021
"Seattle city, Washington","S0802_C01_005",16,2021
"Seattle city, Washington","S0802_C01_006",6,2021
"Seattle city, Washington","S0802_C01_007",9.5,2021
"Seattle city, Washington","S0802_C01_008",36.5,2021
"Seattle city, Washington","S0802_C01_009",53.2,2021
"Seattle city, Washington","S0802_C01_010",46.8,2021
"Seattle city, Washington","S0802_C01_011",NA,2021
"Seattle city, Washington","S0802_C01_012",62.6,2021
"Seattle city, Washington","S0802_C01_013",4.3,2021
"Seattle city, Washington","S0802_C01_014",NA,2021
"Seattle city, Washington","S0802_C01_015",18.6,2021
"Seattle city, Washington","S0802_C01_016",NA,2021
"Seattle city, Washington","S0802_C01_017",2.7,2021
"Seattle city, Washington","S0802_C01_018",11.2,2021
"Seattle city, Washington","S0802_C01_019",7.2,2021
"Seattle city, Washington","S0802_C01_020",61.2,2021
"Seattle city, Washington","S0802_C01_021",78.5,2021
"Seattle city, Washington","S0802_C01_022",21.5,2021
"Seattle city, Washington","S0802_C01_023",8.4,2021
"Seattle city, Washington","S0802_C01_024",13,2021
"Seattle city, Washington","S0802_C01_025",22.7,2021
"Seattle city, Washington","S0802_C01_026",16.6,2021
"Seattle city, Washington","S0802_C01_027",6.1,2021
"Seattle city, Washington","S0802_C01_028",438357,2021
"Seattle city, Washington","S0802_C01_029",7.3,2021
"Seattle city, Washington","S0802_C01_030",3.3,2021
"Seattle city, Washington","S0802_C01_031",5.9,2021
"Seattle city, Washington","S0802_C01_032",6.3,2021
"Seattle city, Washington","S0802_C01_033",10.4,2021
"Seattle city, Washington","S0802_C01_034",10.8,2021
"Seattle city, Washington","S0802_C01_035",6.1,2021
"Seattle city, Washington","S0802_C01_036",49.9,2021
"Seattle city, Washington","S0802_C01_037",74787,2021
"Seattle city, Washington","S0802_C01_038",434961,2021
"Seattle city, Washington","S0802_C01_039",4.9,2021
"Seattle city, Washington","S0802_C01_040",3,2021
"Seattle city, Washington","S0802_C01_041",92,2021
"Seattle city, Washington","S0802_C01_042",438588,2021
"Seattle city, Washington","S0802_C01_043",66.5,2021
"Seattle city, Washington","S0802_C01_044",10.1,2021
"Seattle city, Washington","S0802_C01_045",14.7,2021
"Seattle city, Washington","S0802_C01_046",3.2,2021
"Seattle city, Washington","S0802_C01_047",5.2,2021
"Seattle city, Washington","S0802_C01_048",0.2,2021
"Seattle city, Washington","S0802_C01_049",0.5,2021
"Seattle city, Washington","S0802_C01_050",3.7,2021
"Seattle city, Washington","S0802_C01_051",5.9,2021
"Seattle city, Washington","S0802_C01_052",1.5,2021
"Seattle city, Washington","S0802_C01_053",11.2,2021
"Seattle city, Washington","S0802_C01_054",3.4,2021
"Seattle city, Washington","S0802_C01_055",12.1,2021
"Seattle city, Washington","S0802_C01_056",24.4,2021
"Seattle city, Washington","S0802_C01_057",21.8,2021
"Seattle city, Washington","S0802_C01_058",7.1,2021
"Seattle city, Washington","S0802_C01_059",4.8,2021
"Seattle city, Washington","S0802_C01_060",3.2,2021
"Seattle city, Washington","S0802_C01_061",0.4,2021
"Seattle city, Washington","S0802_C01_062",80.4,2021
"Seattle city, Washington","S0802_C01_063",13.8,2021
"Seattle city, Washington","S0802_C01_064",5.5,2021
"Seattle city, Washington","S0802_C01_065",0.2,2021
"Seattle city, Washington","S0802_C01_066",99.7,2021
"Seattle city, Washington","S0802_C01_067",96.8,2021
"Seattle city, Washington","S0802_C01_068",2.9,2021
"Seattle city, Washington","S0802_C01_069",0.3,2021
"Seattle city, Washington","S0802_C01_070",233291,2021
"Seattle city, Washington","S0802_C01_071",4.4,2021
"Seattle city, Washington","S0802_C01_072",2.8,2021
"Seattle city, Washington","S0802_C01_073",2.1,2021
"Seattle city, Washington","S0802_C01_074",5.6,2021
"Seattle city, Washington","S0802_C01_075",6.6,2021
"Seattle city, Washington","S0802_C01_076",11.2,2021
"Seattle city, Washington","S0802_C01_077",12.1,2021
"Seattle city, Washington","S0802_C01_078",13.9,2021
"Seattle city, Washington","S0802_C01_079",9.5,2021
"Seattle city, Washington","S0802_C01_080",31.8,2021
"Seattle city, Washington","S0802_C01_081",8.7,2021
"Seattle city, Washington","S0802_C01_082",13,2021
"Seattle city, Washington","S0802_C01_083",16.9,2021
"Seattle city, Washington","S0802_C01_084",15.9,2021
"Seattle city, Washington","S0802_C01_085",7.4,2021
"Seattle city, Washington","S0802_C01_086",14.7,2021
"Seattle city, Washington","S0802_C01_087",7.4,2021
"Seattle city, Washington","S0802_C01_088",8.9,2021
"Seattle city, Washington","S0802_C01_089",7.1,2021
"Seattle city, Washington","S0802_C01_090",26.3,2021
"Seattle city, Washington","S0802_C01_091",434606,2021
"Seattle city, Washington","S0802_C01_092",49.6,2021
"Seattle city, Washington","S0802_C01_093",50.4,2021
"Seattle city, Washington","S0802_C01_094",11.2,2021
"Seattle city, Washington","S0802_C01_095",39.4,2021
"Seattle city, Washington","S0802_C01_096",33.2,2021
"Seattle city, Washington","S0802_C01_097",16.1,2021
"Seattle city, Washington","S0802_C01_098",10.8,2021
"Seattle city, Washington","S0802_C01_099",24.1,2021
"Seattle city, Washington","S0802_C01_100",17.1,2021
"Seattle city, Washington","S0802_C01_101",1,2021
"Seattle city, Washington","S0802_C02_001",142271,2021
"Seattle city, Washington","S0802_C02_002",2,2021
"Seattle city, Washington","S0802_C02_003",9,2021
"Seattle city, Washington","S0802_C02_004",50.8,2021
"Seattle city, Washington","S0802_C02_005",18.5,2021
"Seattle city, Washington","S0802_C02_006",7.2,2021
"Seattle city, Washington","S0802_C02_007",12.6,2021
"Seattle city, Washington","S0802_C02_008",39,2021
"Seattle city, Washington","S0802_C02_009",52.7,2021
"Seattle city, Washington","S0802_C02_010",47.3,2021
"Seattle city, Washington","S0802_C02_011",NA,2021
"Seattle city, Washington","S0802_C02_012",64.3,2021
"Seattle city, Washington","S0802_C02_013",5.1,2021
"Seattle city, Washington","S0802_C02_014",NA,2021
"Seattle city, Washington","S0802_C02_015",15.4,2021
"Seattle city, Washington","S0802_C02_016",NA,2021
"Seattle city, Washington","S0802_C02_017",2.6,2021
"Seattle city, Washington","S0802_C02_018",11.9,2021
"Seattle city, Washington","S0802_C02_019",7.5,2021
"Seattle city, Washington","S0802_C02_020",63.2,2021
"Seattle city, Washington","S0802_C02_021",82.4,2021
"Seattle city, Washington","S0802_C02_022",17.6,2021
"Seattle city, Washington","S0802_C02_023",10.1,2021
"Seattle city, Washington","S0802_C02_024",7.5,2021
"Seattle city, Washington","S0802_C02_025",20.4,2021
"Seattle city, Washington","S0802_C02_026",13.1,2021
"Seattle city, Washington","S0802_C02_027",7.3,2021
"Seattle city, Washington","S0802_C02_028",142271,2021
"Seattle city, Washington","S0802_C02_029",7.3,2021
"Seattle city, Washington","S0802_C02_030",4.3,2021
"Seattle city, Washington","S0802_C02_031",8,2021
"Seattle city, Washington","S0802_C02_032",7.5,2021
"Seattle city, Washington","S0802_C02_033",12.5,2021
"Seattle city, Washington","S0802_C02_034",14.8,2021
"Seattle city, Washington","S0802_C02_035",7.4,2021
"Seattle city, Washington","S0802_C02_036",38.1,2021
"Seattle city, Washington","S0802_C02_037",60768,2021
"Seattle city, Washington","S0802_C02_038",141592,2021
"Seattle city, Washington","S0802_C02_039",5.5,2021
"Seattle city, Washington","S0802_C02_040",3.9,2021
"Seattle city, Washington","S0802_C02_041",90.6,2021
"Seattle city, Washington","S0802_C02_042",142271,2021
"Seattle city, Washington","S0802_C02_043",54.8,2021
"Seattle city, Washington","S0802_C02_044",13.2,2021
"Seattle city, Washington","S0802_C02_045",17,2021
"Seattle city, Washington","S0802_C02_046",6,2021
"Seattle city, Washington","S0802_C02_047",8.5,2021
"Seattle city, Washington","S0802_C02_048",0.4,2021
"Seattle city, Washington","S0802_C02_049",0.3,2021
"Seattle city, Washington","S0802_C02_050",6.6,2021
"Seattle city, Washington","S0802_C02_051",7.4,2021
"Seattle city, Washington","S0802_C02_052",1.3,2021
"Seattle city, Washington","S0802_C02_053",9.9,2021
"Seattle city, Washington","S0802_C02_054",5.5,2021
"Seattle city, Washington","S0802_C02_055",8.5,2021
"Seattle city, Washington","S0802_C02_056",13,2021
"Seattle city, Washington","S0802_C02_057",28.6,2021
"Seattle city, Washington","S0802_C02_058",8.6,2021
"Seattle city, Washington","S0802_C02_059",5.9,2021
"Seattle city, Washington","S0802_C02_060",3.3,2021
"Seattle city, Washington","S0802_C02_061",1,2021
"Seattle city, Washington","S0802_C02_062",77.3,2021
"Seattle city, Washington","S0802_C02_063",16.6,2021
"Seattle city, Washington","S0802_C02_064",6,2021
"Seattle city, Washington","S0802_C02_065",0.1,2021
"Seattle city, Washington","S0802_C02_066",99.6,2021
"Seattle city, Washington","S0802_C02_067",92.5,2021
"Seattle city, Washington","S0802_C02_068",7,2021
"Seattle city, Washington","S0802_C02_069",0.4,2021
"Seattle city, Washington","S0802_C02_070",142271,2021
"Seattle city, Washington","S0802_C02_071",3.7,2021
"Seattle city, Washington","S0802_C02_072",2.4,2021
"Seattle city, Washington","S0802_C02_073",2.3,2021
"Seattle city, Washington","S0802_C02_074",6,2021
"Seattle city, Washington","S0802_C02_075",8,2021
"Seattle city, Washington","S0802_C02_076",11.5,2021
"Seattle city, Washington","S0802_C02_077",12.5,2021
"Seattle city, Washington","S0802_C02_078",14.5,2021
"Seattle city, Washington","S0802_C02_079",8.4,2021
"Seattle city, Washington","S0802_C02_080",30.8,2021
"Seattle city, Washington","S0802_C02_081",6.7,2021
"Seattle city, Washington","S0802_C02_082",13.6,2021
"Seattle city, Washington","S0802_C02_083",17.4,2021
"Seattle city, Washington","S0802_C02_084",16.4,2021
"Seattle city, Washington","S0802_C02_085",8.2,2021
"Seattle city, Washington","S0802_C02_086",16.1,2021
"Seattle city, Washington","S0802_C02_087",7.6,2021
"Seattle city, Washington","S0802_C02_088",9.5,2021
"Seattle city, Washington","S0802_C02_089",4.7,2021
"Seattle city, Washington","S0802_C02_090",25.4,2021
"Seattle city, Washington","S0802_C02_091",141513,2021
"Seattle city, Washington","S0802_C02_092",51.3,2021
"Seattle city, Washington","S0802_C02_093",48.7,2021
"Seattle city, Washington","S0802_C02_094",2.4,2021
"Seattle city, Washington","S0802_C02_095",34,2021
"Seattle city, Washington","S0802_C02_096",40.8,2021
"Seattle city, Washington","S0802_C02_097",22.8,2021
"Seattle city, Washington","S0802_C02_098",NA,2021
"Seattle city, Washington","S0802_C02_099",NA,2021
"Seattle city, Washington","S0802_C02_100",NA,2021
"Seattle city, Washington","S0802_C02_101",NA,2021
"Seattle city, Washington","S0802_C03_001",17559,2021
"Seattle city, Washington","S0802_C03_002",3.7,2021
"Seattle city, Washington","S0802_C03_003",8.6,2021
"Seattle city, Washington","S0802_C03_004",54.8,2021
"Seattle city, Washington","S0802_C03_005",10.6,2021
"Seattle city, Washington","S0802_C03_006",7.5,2021
"Seattle city, Washington","S0802_C03_007",14.7,2021
"Seattle city, Washington","S0802_C03_008",36.6,2021
"Seattle city, Washington","S0802_C03_009",41.1,2021
"Seattle city, Washington","S0802_C03_010",58.9,2021
"Seattle city, Washington","S0802_C03_011",NA,2021
"Seattle city, Washington","S0802_C03_012",51.2,2021
"Seattle city, Washington","S0802_C03_013",5.9,2021
"Seattle city, Washington","S0802_C03_014",NA,2021
"Seattle city, Washington","S0802_C03_015",32.7,2021
"Seattle city, Washington","S0802_C03_016",NA,2021
"Seattle city, Washington","S0802_C03_017",4.9,2021
"Seattle city, Washington","S0802_C03_018",5.1,2021
"Seattle city, Washington","S0802_C03_019",10.5,2021
"Seattle city, Washington","S0802_C03_020",48.9,2021
"Seattle city, Washington","S0802_C03_021",66.1,2021
"Seattle city, Washington","S0802_C03_022",33.9,2021
"Seattle city, Washington","S0802_C03_023",19,2021
"Seattle city, Washington","S0802_C03_024",14.9,2021
"Seattle city, Washington","S0802_C03_025",38.4,2021
"Seattle city, Washington","S0802_C03_026",18.7,2021
"Seattle city, Washington","S0802_C03_027",19.7,2021
"Seattle city, Washington","S0802_C03_028",17559,2021
"Seattle city, Washington","S0802_C03_029",12.8,2021
"Seattle city, Washington","S0802_C03_030",7.5,2021
"Seattle city, Washington","S0802_C03_031",6.1,2021
"Seattle city, Washington","S0802_C03_032",6.8,2021
"Seattle city, Washington","S0802_C03_033",23.8,2021
"Seattle city, Washington","S0802_C03_034",11.5,2021
"Seattle city, Washington","S0802_C03_035",6.2,2021
"Seattle city, Washington","S0802_C03_036",25.3,2021
"Seattle city, Washington","S0802_C03_037",41647,2021
"Seattle city, Washington","S0802_C03_038",17450,2021
"Seattle city, Washington","S0802_C03_039",7.5,2021
"Seattle city, Washington","S0802_C03_040",2.4,2021
"Seattle city, Washington","S0802_C03_041",90.1,2021
"Seattle city, Washington","S0802_C03_042",17559,2021
"Seattle city, Washington","S0802_C03_043",48.1,2021
"Seattle city, Washington","S0802_C03_044",17,2021
"Seattle city, Washington","S0802_C03_045",12.8,2021
"Seattle city, Washington","S0802_C03_046",8.6,2021
"Seattle city, Washington","S0802_C03_047",13.5,2021
"Seattle city, Washington","S0802_C03_048",0,2021
"Seattle city, Washington","S0802_C03_049",4.8,2021
"Seattle city, Washington","S0802_C03_050",9.6,2021
"Seattle city, Washington","S0802_C03_051",7.5,2021
"Seattle city, Washington","S0802_C03_052",1.5,2021
"Seattle city, Washington","S0802_C03_053",14.6,2021
"Seattle city, Washington","S0802_C03_054",5.4,2021
"Seattle city, Washington","S0802_C03_055",7.7,2021
"Seattle city, Washington","S0802_C03_056",8.1,2021
"Seattle city, Washington","S0802_C03_057",24.4,2021
"Seattle city, Washington","S0802_C03_058",10.6,2021
"Seattle city, Washington","S0802_C03_059",3.7,2021
"Seattle city, Washington","S0802_C03_060",2.3,2021
"Seattle city, Washington","S0802_C03_061",0,2021
"Seattle city, Washington","S0802_C03_062",82.6,2021
"Seattle city, Washington","S0802_C03_063",9.8,2021
"Seattle city, Washington","S0802_C03_064",7.6,2021
"Seattle city, Washington","S0802_C03_065",0,2021
"Seattle city, Washington","S0802_C03_066",99.9,2021
"Seattle city, Washington","S0802_C03_067",93.5,2021
"Seattle city, Washington","S0802_C03_068",6.4,2021
"Seattle city, Washington","S0802_C03_069",0.1,2021
"Seattle city, Washington","S0802_C03_070",17559,2021
"Seattle city, Washington","S0802_C03_071",5.6,2021
"Seattle city, Washington","S0802_C03_072",4.7,2021
"Seattle city, Washington","S0802_C03_073",4.3,2021
"Seattle city, Washington","S0802_C03_074",9.3,2021
"Seattle city, Washington","S0802_C03_075",1.8,2021
"Seattle city, Washington","S0802_C03_076",10.5,2021
"Seattle city, Washington","S0802_C03_077",18.7,2021
"Seattle city, Washington","S0802_C03_078",12.2,2021
"Seattle city, Washington","S0802_C03_079",5.5,2021
"Seattle city, Washington","S0802_C03_080",27.4,2021
"Seattle city, Washington","S0802_C03_081",6.1,2021
"Seattle city, Washington","S0802_C03_082",9.6,2021
"Seattle city, Washington","S0802_C03_083",25.1,2021
"Seattle city, Washington","S0802_C03_084",16.1,2021
"Seattle city, Washington","S0802_C03_085",8.3,2021
"Seattle city, Washington","S0802_C03_086",12.4,2021
"Seattle city, Washington","S0802_C03_087",9,2021
"Seattle city, Washington","S0802_C03_088",5.4,2021
"Seattle city, Washington","S0802_C03_089",8,2021
"Seattle city, Washington","S0802_C03_090",25.2,2021
"Seattle city, Washington","S0802_C03_091",17402,2021
"Seattle city, Washington","S0802_C03_092",44.3,2021
"Seattle city, Washington","S0802_C03_093",55.7,2021
"Seattle city, Washington","S0802_C03_094",2.8,2021
"Seattle city, Washington","S0802_C03_095",36.6,2021
"Seattle city, Washington","S0802_C03_096",30.4,2021
"Seattle city, Washington","S0802_C03_097",30.2,2021
"Seattle city, Washington","S0802_C03_098",NA,2021
"Seattle city, Washington","S0802_C03_099",NA,2021
"Seattle city, Washington","S0802_C03_100",NA,2021
"Seattle city, Washington","S0802_C03_101",NA,2021
"Seattle city, Washington","S0802_C04_001",28058,2021
"Seattle city, Washington","S0802_C04_002",1.5,2021
"Seattle city, Washington","S0802_C04_003",15.4,2021
"Seattle city, Washington","S0802_C04_004",57.9,2021
"Seattle city, Washington","S0802_C04_005",11.4,2021
"Seattle city, Washington","S0802_C04_006",5.9,2021
"Seattle city, Washington","S0802_C04_007",7.8,2021
"Seattle city, Washington","S0802_C04_008",33.6,2021
"Seattle city, Washington","S0802_C04_009",57.1,2021
"Seattle city, Washington","S0802_C04_010",42.9,2021
"Seattle city, Washington","S0802_C04_011",NA,2021
"Seattle city, Washington","S0802_C04_012",51.1,2021
"Seattle city, Washington","S0802_C04_013",10.6,2021
"Seattle city, Washington","S0802_C04_014",NA,2021
"Seattle city, Washington","S0802_C04_015",20.3,2021
"Seattle city, Washington","S0802_C04_016",NA,2021
"Seattle city, Washington","S0802_C04_017",5.8,2021
"Seattle city, Washington","S0802_C04_018",11.9,2021
"Seattle city, Washington","S0802_C04_019",9.1,2021
"Seattle city, Washington","S0802_C04_020",49.2,2021
"Seattle city, Washington","S0802_C04_021",73.5,2021
"Seattle city, Washington","S0802_C04_022",26.5,2021
"Seattle city, Washington","S0802_C04_023",10.6,2021
"Seattle city, Washington","S0802_C04_024",15.9,2021
"Seattle city, Washington","S0802_C04_025",27.8,2021
"Seattle city, Washington","S0802_C04_026",16.8,2021
"Seattle city, Washington","S0802_C04_027",11,2021
"Seattle city, Washington","S0802_C04_028",28058,2021
"Seattle city, Washington","S0802_C04_029",13.4,2021
"Seattle city, Washington","S0802_C04_030",4.2,2021
"Seattle city, Washington","S0802_C04_031",12.6,2021
"Seattle city, Washington","S0802_C04_032",11.3,2021
"Seattle city, Washington","S0802_C04_033",15.9,2021
"Seattle city, Washington","S0802_C04_034",17.1,2021
"Seattle city, Washington","S0802_C04_035",4.9,2021
"Seattle city, Washington","S0802_C04_036",20.5,2021
"Seattle city, Washington","S0802_C04_037",41480,2021
"Seattle city, Washington","S0802_C04_038",27887,2021
"Seattle city, Washington","S0802_C04_039",10.5,2021
"Seattle city, Washington","S0802_C04_040",7.6,2021
"Seattle city, Washington","S0802_C04_041",81.9,2021
"Seattle city, Washington","S0802_C04_042",28058,2021
"Seattle city, Washington","S0802_C04_043",46.6,2021
"Seattle city, Washington","S0802_C04_044",23.7,2021
"Seattle city, Washington","S0802_C04_045",17.7,2021
"Seattle city, Washington","S0802_C04_046",2.4,2021
"Seattle city, Washington","S0802_C04_047",9.3,2021
"Seattle city, Washington","S0802_C04_048",0.3,2021
"Seattle city, Washington","S0802_C04_049",0.6,2021
"Seattle city, Washington","S0802_C04_050",2.4,2021
"Seattle city, Washington","S0802_C04_051",3,2021
"Seattle city, Washington","S0802_C04_052",1.7,2021
"Seattle city, Washington","S0802_C04_053",16.6,2021
"Seattle city, Washington","S0802_C04_054",2.3,2021
"Seattle city, Washington","S0802_C04_055",9.9,2021
"Seattle city, Washington","S0802_C04_056",12,2021
"Seattle city, Washington","S0802_C04_057",28.6,2021
"Seattle city, Washington","S0802_C04_058",16.9,2021
"Seattle city, Washington","S0802_C04_059",4.5,2021
"Seattle city, Washington","S0802_C04_060",1.2,2021
"Seattle city, Washington","S0802_C04_061",0.3,2021
"Seattle city, Washington","S0802_C04_062",79.8,2021
"Seattle city, Washington","S0802_C04_063",17.9,2021
"Seattle city, Washington","S0802_C04_064",2,2021
"Seattle city, Washington","S0802_C04_065",0.3,2021
"Seattle city, Washington","S0802_C04_066",99.8,2021
"Seattle city, Washington","S0802_C04_067",96.7,2021
"Seattle city, Washington","S0802_C04_068",3.1,2021
"Seattle city, Washington","S0802_C04_069",0.2,2021
"Seattle city, Washington","S0802_C04_070",28058,2021
"Seattle city, Washington","S0802_C04_071",1.1,2021
"Seattle city, Washington","S0802_C04_072",4.2,2021
"Seattle city, Washington","S0802_C04_073",1.4,2021
"Seattle city, Washington","S0802_C04_074",6.3,2021
"Seattle city, Washington","S0802_C04_075",6.6,2021
"Seattle city, Washington","S0802_C04_076",11.9,2021
"Seattle city, Washington","S0802_C04_077",8.8,2021
"Seattle city, Washington","S0802_C04_078",14.7,2021
"Seattle city, Washington","S0802_C04_079",8.9,2021
"Seattle city, Washington","S0802_C04_080",36.2,2021
"Seattle city, Washington","S0802_C04_081",1.6,2021
"Seattle city, Washington","S0802_C04_082",3.5,2021
"Seattle city, Washington","S0802_C04_083",10.7,2021
"Seattle city, Washington","S0802_C04_084",14.6,2021
"Seattle city, Washington","S0802_C04_085",6.2,2021
"Seattle city, Washington","S0802_C04_086",16.5,2021
"Seattle city, Washington","S0802_C04_087",11.5,2021
"Seattle city, Washington","S0802_C04_088",17.1,2021
"Seattle city, Washington","S0802_C04_089",18.3,2021
"Seattle city, Washington","S0802_C04_090",37.3,2021
"Seattle city, Washington","S0802_C04_091",27717,2021
"Seattle city, Washington","S0802_C04_092",25.7,2021
"Seattle city, Washington","S0802_C04_093",74.3,2021
"Seattle city, Washington","S0802_C04_094",35.9,2021
"Seattle city, Washington","S0802_C04_095",33.4,2021
"Seattle city, Washington","S0802_C04_096",16.1,2021
"Seattle city, Washington","S0802_C04_097",14.6,2021
"Seattle city, Washington","S0802_C04_098",NA,2021
"Seattle city, Washington","S0802_C04_099",NA,2021
"Seattle city, Washington","S0802_C04_100",NA,2021
"Seattle city, Washington","S0802_C04_101",NA,2021
"Seattle city, Washington","S0802_C01_001",458681,2022
"Seattle city, Washington","S0802_C01_002",1.5,2022
"Seattle city, Washington","S0802_C01_003",9.8,2022
"Seattle city, Washington","S0802_C01_004",57.8,2022
"Seattle city, Washington","S0802_C01_005",16.1,2022
"Seattle city, Washington","S0802_C01_006",5.6,2022
"Seattle city, Washington","S0802_C01_007",9.2,2022
"Seattle city, Washington","S0802_C01_008",36.3,2022
"Seattle city, Washington","S0802_C01_009",53.7,2022
"Seattle city, Washington","S0802_C01_010",46.3,2022
"Seattle city, Washington","S0802_C01_011",NA,2022
"Seattle city, Washington","S0802_C01_012",62.2,2022
"Seattle city, Washington","S0802_C01_013",4.6,2022
"Seattle city, Washington","S0802_C01_014",0.5,2022
"Seattle city, Washington","S0802_C01_015",19.3,2022
"Seattle city, Washington","S0802_C01_016",NA,2022
"Seattle city, Washington","S0802_C01_017",3.5,2022
"Seattle city, Washington","S0802_C01_018",9.6,2022
"Seattle city, Washington","S0802_C01_019",8.1,2022
"Seattle city, Washington","S0802_C01_020",60.6,2022
"Seattle city, Washington","S0802_C01_021",78.4,2022
"Seattle city, Washington","S0802_C01_022",21.6,2022
"Seattle city, Washington","S0802_C01_023",9.9,2022
"Seattle city, Washington","S0802_C01_024",11.7,2022
"Seattle city, Washington","S0802_C01_025",23.8,2022
"Seattle city, Washington","S0802_C01_026",18.2,2022
"Seattle city, Washington","S0802_C01_027",5.6,2022
"Seattle city, Washington","S0802_C01_028",458681,2022
"Seattle city, Washington","S0802_C01_029",6,2022
"Seattle city, Washington","S0802_C01_030",3.1,2022
